unit,scenario_id,type,sensor,param,dir,timing_p,tau_s,T_u,n_after,delta_mean,delta_p50,delta_p95,delta_max,saturated,frac_gt_7.18,frac_gt_9.4,frac_gt_13.3,frac_gt_14.4
1,bias_T24_a0.3_neg_p0.2,bias,T24,0.3,neg,0.2,82,192,111,3.510347482320425,3.335906982421875,9.387165069580078,12.732231140136719,False,0.11711711711711711,0.05405405405405406,0.0,0.0
1,bias_T24_a0.3_neg_p0.4,bias,T24,0.3,neg,0.4,110,192,83,3.511969732950969,2.8114471435546875,7.514547729492186,15.19354248046875,False,0.0963855421686747,0.03614457831325301,0.024096385542168676,0.012048192771084338
1,bias_T24_a0.3_neg_p0.6,bias,T24,0.3,neg,0.6,137,192,56,2.1582706911223277,2.305828094482422,3.931460380554199,4.602306365966797,False,0.0,0.0,0.0,0.0
1,bias_T24_a0.3_neg_p0.8,bias,T24,0.3,neg,0.8,165,192,28,0.8909458943775722,0.8955860137939453,1.421351146697998,1.467275619506836,False,0.0,0.0,0.0,0.0
1,bias_T24_a0.3_pos_p0.2,bias,T24,0.3,pos,0.2,82,192,111,3.676786268079603,3.013641357421875,10.06869888305664,12.7164306640625,False,0.17117117117117117,0.07207207207207207,0.0,0.0
1,bias_T24_a0.3_pos_p0.4,bias,T24,0.3,pos,0.4,110,192,83,3.0325940143631165,2.5072288513183594,7.358557891845702,11.0009765625,False,0.07228915662650602,0.024096385542168676,0.0,0.0
1,bias_T24_a0.3_pos_p0.6,bias,T24,0.3,pos,0.6,137,192,56,2.041706221444266,2.1140804290771484,3.7582855224609375,4.423786163330078,False,0.0,0.0,0.0,0.0
1,bias_T24_a0.3_pos_p0.8,bias,T24,0.3,pos,0.8,165,192,28,0.8336660010474068,0.8676443099975586,1.3270586252212524,1.5341796875,False,0.0,0.0,0.0,0.0
1,bias_T24_a0.5_neg_p0.2,bias,T24,0.5,neg,0.2,82,192,111,5.711105969575074,5.511207580566406,14.59836196899414,20.89488983154297,False,0.2972972972972973,0.15315315315315314,0.07207207207207207,0.06306306306306306
1,bias_T24_a0.5_neg_p0.4,bias,T24,0.5,neg,0.4,110,192,83,5.993733101580516,5.067878723144531,13.104013824462879,21.49903106689453,False,0.40963855421686746,0.1686746987951807,0.04819277108433735,0.03614457831325301
1,bias_T24_a0.5_neg_p0.6,bias,T24,0.5,neg,0.6,137,192,56,3.716072840350015,3.8101091384887695,6.878276824951172,7.931964874267578,False,0.03571428571428571,0.0,0.0,0.0
1,bias_T24_a0.5_neg_p0.8,bias,T24,0.5,neg,0.8,165,192,28,1.5136855840682983,1.5013227462768555,2.4492426872253414,2.493715286254883,False,0.0,0.0,0.0,0.0
1,bias_T24_a0.5_pos_p0.2,bias,T24,0.5,pos,0.2,82,192,111,6.266402077030492,4.885730743408203,17.297374725341797,23.03131866455078,False,0.2972972972972973,0.23423423423423423,0.11711711711711711,0.11711711711711711
1,bias_T24_a0.5_pos_p0.4,bias,T24,0.5,pos,0.4,110,192,83,4.847773925367608,4.034156799316406,10.817443084716796,18.867042541503906,False,0.1566265060240964,0.08433734939759036,0.024096385542168676,0.024096385542168676
1,bias_T24_a0.5_pos_p0.6,bias,T24,0.5,pos,0.6,137,192,56,3.3184275967734203,3.4474802017211914,6.12602424621582,7.207099914550781,False,0.017857142857142856,0.0,0.0,0.0
1,bias_T24_a0.5_pos_p0.8,bias,T24,0.5,pos,0.8,165,192,28,1.3402577808925085,1.4241085052490234,2.114043116569519,2.530008316040039,False,0.0,0.0,0.0,0.0
1,bias_T24_a0.75_neg_p0.2,bias,T24,0.75,neg,0.2,82,192,111,8.2076586688961,7.901100158691406,19.125545501708984,27.271568298339844,False,0.5315315315315315,0.38738738738738737,0.13513513513513514,0.12612612612612611
1,bias_T24_a0.75_neg_p0.4,bias,T24,0.75,neg,0.4,110,192,83,9.282767037311233,7.602439880371094,23.049719619750967,29.96727752685547,False,0.5060240963855421,0.4578313253012048,0.30120481927710846,0.1927710843373494
1,bias_T24_a0.75_neg_p0.6,bias,T24,0.75,neg,0.6,137,192,56,5.85789327110563,5.827610969543457,10.59511947631836,14.399906158447266,False,0.375,0.21428571428571427,0.017857142857142856,0.0
1,bias_T24_a0.75_neg_p0.8,bias,T24,0.75,neg,0.8,165,192,28,2.334358266421727,2.2825984954833984,3.742960262298584,3.865793228149414,False,0.0,0.0,0.0,0.0
1,bias_T24_a0.75_pos_p0.2,bias,T24,0.75,pos,0.2,82,192,111,9.406598168450433,7.329978942871094,25.63030242919922,29.989418029785156,False,0.5225225225225225,0.3153153153153153,0.24324324324324326,0.23423423423423423
1,bias_T24_a0.75_pos_p0.4,bias,T24,0.75,pos,0.4,110,192,83,6.881818013018872,5.999732971191406,15.221613311767566,24.194854736328125,False,0.43373493975903615,0.27710843373493976,0.07228915662650602,0.060240963855421686
1,bias_T24_a0.75_pos_p0.6,bias,T24,0.75,pos,0.6,137,192,56,4.879571906157902,5.2342424392700195,8.710220336914062,10.407958984375,False,0.21428571428571427,0.03571428571428571,0.0,0.0
1,bias_T24_a0.75_pos_p0.8,bias,T24,0.75,pos,0.8,165,192,28,1.9239971808024816,2.0992536544799805,3.005982542037964,3.6769046783447266,False,0.0,0.0,0.0,0.0
1,bias_T24_a1.0_neg_p0.2,bias,T24,1.0,neg,0.2,82,192,111,10.503777177484185,9.909698486328125,25.578487396240234,31.172836303710938,False,0.6036036036036037,0.5495495495495496,0.3333333333333333,0.2702702702702703
1,bias_T24_a1.0_neg_p0.4,bias,T24,1.0,neg,0.4,110,192,83,13.15795095282865,10.969947814941406,31.397254180908195,36.894371032714844,False,0.6024096385542169,0.5542168674698795,0.4457831325301205,0.42168674698795183
1,bias_T24_a1.0_neg_p0.6,bias,T24,1.0,neg,0.6,137,192,56,8.273200154304504,7.905709266662598,15.515748977661133,21.868854522705078,False,0.5357142857142857,0.4107142857142857,0.21428571428571427,0.10714285714285714
1,bias_T24_a1.0_neg_p0.8,bias,T24,1.0,neg,0.8,165,192,28,3.1950888633728027,3.205752372741699,5.04032793045044,5.310819625854492,False,0.0,0.0,0.0,0.0
1,bias_T24_a1.0_pos_p0.2,bias,T24,1.0,pos,0.2,82,192,111,12.26868826204592,9.63400650024414,32.17925262451172,35.21527862548828,False,0.6396396396396397,0.5225225225225225,0.3063063063063063,0.2972972972972973
1,bias_T24_a1.0_pos_p0.4,bias,T24,1.0,pos,0.4,110,192,83,8.805323439908316,8.106559753417969,18.476449966430653,29.080886840820312,False,0.5783132530120482,0.43373493975903615,0.1927710843373494,0.0963855421686747
1,bias_T24_a1.0_pos_p0.6,bias,T24,1.0,pos,0.6,137,192,56,6.361936117921557,6.763265609741211,11.438547134399414,12.78940200805664,False,0.44642857142857145,0.21428571428571427,0.0,0.0
1,bias_T24_a1.0_pos_p0.8,bias,T24,1.0,pos,0.8,165,192,28,2.4563366174697876,2.722848415374756,3.834168529510498,4.715486526489258,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.3_neg_p0.2,bias,T30,0.3,neg,0.2,82,192,111,0.4770301268981384,0.41109657287597656,1.0720710754394531,2.1298446655273438,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.3_neg_p0.4,bias,T30,0.3,neg,0.4,110,192,83,0.7117603715643825,0.6524620056152344,1.2234622955322263,3.6605300903320312,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.3_neg_p0.6,bias,T30,0.3,neg,0.6,137,192,56,0.563138655253819,0.6097755432128906,0.9800939559936523,1.0551033020019531,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.3_neg_p0.8,bias,T30,0.3,neg,0.8,165,192,28,0.3581994431359427,0.36183929443359375,0.6294698238372802,0.7013740539550781,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.3_pos_p0.2,bias,T30,0.3,pos,0.2,82,192,111,0.5916136449521726,0.523895263671875,1.3551654815673828,3.0292892456054688,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.3_pos_p0.4,bias,T30,0.3,pos,0.4,110,192,83,0.7651131583983639,0.7261142730712891,1.3537193298339842,2.8278427124023438,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.3_pos_p0.6,bias,T30,0.3,pos,0.6,137,192,56,0.5884206550461906,0.6132619380950928,1.0337371826171875,1.2737274169921875,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.3_pos_p0.8,bias,T30,0.3,pos,0.8,165,192,28,0.3768944910594395,0.36981201171875,0.7553020477294919,0.8981513977050781,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.5_neg_p0.2,bias,T30,0.5,neg,0.2,82,192,111,0.7713713345226941,0.6855659484863281,1.6878910064697266,3.1432571411132812,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.5_neg_p0.4,bias,T30,0.5,neg,0.4,110,192,83,1.156740935452013,1.0395336151123047,1.9444534301757812,5.781257629394531,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.5_neg_p0.6,bias,T30,0.5,neg,0.6,137,192,56,0.9300681012017387,1.003072738647461,1.5967998504638672,1.7454586029052734,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.5_neg_p0.8,bias,T30,0.5,neg,0.8,165,192,28,0.5895578861236572,0.5975890159606934,0.9890978574752807,1.163705825805664,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.5_pos_p0.2,bias,T30,0.5,pos,0.2,82,192,111,1.0566362862114433,0.9403457641601562,2.475809097290039,5.1387481689453125,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.5_pos_p0.4,bias,T30,0.5,pos,0.4,110,192,83,1.307826111115605,1.1991443634033203,2.4330749511718746,4.575714111328125,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.5_pos_p0.6,bias,T30,0.5,pos,0.6,137,192,56,1.0003936461039953,1.0016860961914062,1.7455449104309082,2.1646881103515625,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.5_pos_p0.8,bias,T30,0.5,pos,0.8,165,192,28,0.6287107467651367,0.6107301712036133,1.2588014841079707,1.3958244323730469,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.75_neg_p0.2,bias,T30,0.75,neg,0.2,82,192,111,1.1056354024388768,1.0381278991699219,2.442089080810547,3.5167770385742188,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.75_neg_p0.4,bias,T30,0.75,neg,0.4,110,192,83,1.6808246589568725,1.54156494140625,2.7609043121337886,8.150505065917969,False,0.012048192771084338,0.0,0.0,0.0
1,bias_T30_a0.75_neg_p0.6,bias,T30,0.75,neg,0.6,137,192,56,1.379405243056161,1.4837093353271484,2.3122758865356445,2.6326732635498047,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.75_neg_p0.8,bias,T30,0.75,neg,0.8,165,192,28,0.8822948592049735,0.8811359405517578,1.4449816703796385,1.729879379272461,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.75_pos_p0.2,bias,T30,0.75,pos,0.2,82,192,111,1.7697862977380152,1.4643096923828125,4.501594543457031,7.919349670410156,False,0.009009009009009009,0.0,0.0,0.0
1,bias_T30_a0.75_pos_p0.4,bias,T30,0.75,pos,0.4,110,192,83,2.063001902706652,1.9513130187988281,3.9581016540527343,6.755653381347656,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.75_pos_p0.6,bias,T30,0.75,pos,0.6,137,192,56,1.5381725685937064,1.5455703735351562,2.779407024383545,3.3316497802734375,False,0.0,0.0,0.0,0.0
1,bias_T30_a0.75_pos_p0.8,bias,T30,0.75,pos,0.8,165,192,28,0.9517607688903809,0.9697985649108887,1.7686057567596432,2.0743637084960938,False,0.0,0.0,0.0,0.0
1,bias_T30_a1.0_neg_p0.2,bias,T30,1.0,neg,0.2,82,192,111,1.4037854392249305,1.3598365783691406,3.161436080932617,4.8525390625,False,0.0,0.0,0.0,0.0
1,bias_T30_a1.0_neg_p0.4,bias,T30,1.0,neg,0.4,110,192,83,2.1902892445943443,2.0503997802734375,3.549164962768554,11.158195495605469,False,0.03614457831325301,0.012048192771084338,0.0,0.0
1,bias_T30_a1.0_neg_p0.6,bias,T30,1.0,neg,0.6,137,192,56,1.8272289718900407,2.026116371154785,3.0074119567871094,3.530517578125,False,0.0,0.0,0.0,0.0
1,bias_T30_a1.0_neg_p0.8,bias,T30,1.0,neg,0.8,165,192,28,1.179218019757952,1.1439380645751953,1.9068351745605467,2.282266616821289,False,0.0,0.0,0.0,0.0
1,bias_T30_a1.0_pos_p0.2,bias,T30,1.0,pos,0.2,82,192,111,2.690413844478023,2.0836620330810547,7.450807571411133,10.8878173828125,False,0.06306306306306306,0.009009009009009009,0.0,0.0
1,bias_T30_a1.0_pos_p0.4,bias,T30,1.0,pos,0.4,110,192,83,2.9355083143854714,2.7117080688476562,5.79822196960449,8.891746520996094,False,0.012048192771084338,0.0,0.0,0.0
1,bias_T30_a1.0_pos_p0.6,bias,T30,1.0,pos,0.6,137,192,56,2.0944170440946306,2.042729377746582,3.7825522422790527,4.5854644775390625,False,0.0,0.0,0.0,0.0
1,bias_T30_a1.0_pos_p0.8,bias,T30,1.0,pos,0.8,165,192,28,1.2635224717003959,1.2977104187011719,2.3396251201629634,2.678173065185547,False,0.0,0.0,0.0,0.0
1,bias_T50_a0.3_neg_p0.2,bias,T50,0.3,neg,0.2,82,192,111,3.523124449961894,1.6087379455566406,12.620838165283203,18.845077514648438,False,0.18018018018018017,0.11711711711711711,0.02702702702702703,0.009009009009009009
1,bias_T50_a0.3_neg_p0.4,bias,T50,0.3,neg,0.4,110,192,83,2.893862753029329,1.0642547607421875,8.3762451171875,14.173660278320312,False,0.14457831325301204,0.04819277108433735,0.012048192771084338,0.0
1,bias_T50_a0.3_neg_p0.6,bias,T50,0.3,neg,0.6,137,192,56,1.3508369837488448,1.0462608337402344,3.3560476303100586,4.35809326171875,False,0.0,0.0,0.0,0.0
1,bias_T50_a0.3_neg_p0.8,bias,T50,0.3,neg,0.8,165,192,28,0.3564448186329433,0.3696470260620117,0.6846003532409668,0.8181648254394531,False,0.0,0.0,0.0,0.0
1,bias_T50_a0.3_pos_p0.2,bias,T50,0.3,pos,0.2,82,192,111,3.7904237455075926,2.24273681640625,14.144393920898438,16.993087768554688,False,0.18018018018018017,0.15315315315315314,0.07207207207207207,0.04504504504504504
1,bias_T50_a0.3_pos_p0.4,bias,T50,0.3,pos,0.4,110,192,83,2.556725168802652,1.4058189392089844,6.799060821533202,14.325698852539062,False,0.03614457831325301,0.024096385542168676,0.012048192771084338,0.0
1,bias_T50_a0.3_pos_p0.6,bias,T50,0.3,pos,0.6,137,192,56,1.3497882229941232,1.0112028121948242,3.666921615600586,4.231437683105469,False,0.0,0.0,0.0,0.0
1,bias_T50_a0.3_pos_p0.8,bias,T50,0.3,pos,0.8,165,192,28,0.3725027016230992,0.3846883773803711,0.6698006629943848,0.8731727600097656,False,0.0,0.0,0.0,0.0
1,bias_T50_a0.5_neg_p0.2,bias,T50,0.5,neg,0.2,82,192,111,5.712549140861443,2.4310264587402344,19.351306915283203,27.849197387695312,False,0.35135135135135137,0.22522522522522523,0.15315315315315314,0.12612612612612611
1,bias_T50_a0.5_neg_p0.4,bias,T50,0.5,neg,0.4,110,192,83,5.378323773303664,2.0550155639648438,17.084559249877923,23.460525512695312,False,0.3614457831325301,0.27710843373493976,0.10843373493975904,0.0963855421686747
1,bias_T50_a0.5_neg_p0.6,bias,T50,0.5,neg,0.6,137,192,56,2.32997236933027,1.7919940948486328,6.087368011474609,7.536308288574219,False,0.017857142857142856,0.0,0.0,0.0
1,bias_T50_a0.5_neg_p0.8,bias,T50,0.5,neg,0.8,165,192,28,0.5847369602748326,0.6292858123779297,1.1420378684997559,1.3422775268554688,False,0.0,0.0,0.0,0.0
1,bias_T50_a0.5_pos_p0.2,bias,T50,0.5,pos,0.2,82,192,111,6.443580107645945,3.9156570434570312,22.669761657714844,24.316551208496094,False,0.2972972972972973,0.25225225225225223,0.17117117117117117,0.16216216216216217
1,bias_T50_a0.5_pos_p0.4,bias,T50,0.5,pos,0.4,110,192,83,4.117791089666895,2.4314498901367188,10.287629699707031,20.269775390625,False,0.24096385542168675,0.07228915662650602,0.024096385542168676,0.024096385542168676
1,bias_T50_a0.5_pos_p0.6,bias,T50,0.5,pos,0.6,137,192,56,2.196343038763319,1.734654426574707,5.8927001953125,6.6955413818359375,False,0.0,0.0,0.0,0.0
1,bias_T50_a0.5_pos_p0.8,bias,T50,0.5,pos,0.8,165,192,28,0.6327989952904838,0.6512117385864258,1.1608596801757811,1.4596538543701172,False,0.0,0.0,0.0,0.0
1,bias_T50_a0.75_neg_p0.2,bias,T50,0.75,neg,0.2,82,192,111,9.316663733473769,5.149589538574219,28.93775177001953,32.78489685058594,False,0.45045045045045046,0.40540540540540543,0.32432432432432434,0.3063063063063063
1,bias_T50_a0.75_neg_p0.4,bias,T50,0.75,neg,0.4,110,192,83,10.164376695472074,3.8731231689453125,29.65776901245117,36.79852294921875,False,0.43373493975903615,0.40963855421686746,0.37349397590361444,0.3614457831325301
1,bias_T50_a0.75_neg_p0.6,bias,T50,0.75,neg,0.6,137,192,56,3.647497228213719,2.663778305053711,9.920979499816895,13.661914825439453,False,0.19642857142857142,0.07142857142857142,0.017857142857142856,0.0
1,bias_T50_a0.75_neg_p0.8,bias,T50,0.75,neg,0.8,165,192,28,0.8591525384357998,0.9225082397460938,1.700489807128906,1.998727798461914,False,0.0,0.0,0.0,0.0
1,bias_T50_a0.75_pos_p0.2,bias,T50,0.75,pos,0.2,82,192,111,9.320711260443336,6.400360107421875,30.07855224609375,33.041168212890625,False,0.4954954954954955,0.34234234234234234,0.26126126126126126,0.24324324324324326
1,bias_T50_a0.75_pos_p0.4,bias,T50,0.75,pos,0.4,110,192,83,5.934919340064726,4.071098327636719,14.607748794555663,26.32830047607422,False,0.43373493975903615,0.3253012048192771,0.08433734939759036,0.060240963855421686
1,bias_T50_a0.75_pos_p0.6,bias,T50,0.75,pos,0.6,137,192,56,3.2393186518124173,2.556368827819824,8.089272499084473,9.439464569091797,False,0.125,0.017857142857142856,0.0,0.0
1,bias_T50_a0.75_pos_p0.8,bias,T50,0.75,pos,0.8,165,192,28,0.9644724811826434,0.9767303466796875,1.796943664550781,2.2009105682373047,False,0.0,0.0,0.0,0.0
1,bias_T50_a1.0_neg_p0.2,bias,T50,1.0,neg,0.2,82,192,111,12.717283545313654,6.4720916748046875,35.24543762207031,39.525108337402344,False,0.4954954954954955,0.46846846846846846,0.3963963963963964,0.38738738738738737
1,bias_T50_a1.0_neg_p0.4,bias,T50,1.0,neg,0.4,110,192,83,15.005812914974719,4.487247467041016,39.43273773193359,44.6510009765625,False,0.46987951807228917,0.46987951807228917,0.4457831325301205,0.4457831325301205
1,bias_T50_a1.0_neg_p0.6,bias,T50,1.0,neg,0.6,137,192,56,5.267920723983219,3.5776805877685547,13.551593780517578,24.497364044189453,False,0.30357142857142855,0.23214285714285715,0.07142857142857142,0.03571428571428571
1,bias_T50_a1.0_neg_p0.8,bias,T50,1.0,neg,0.8,165,192,28,1.1308691842215401,1.2129344940185547,2.2330003738403317,2.664522171020508,False,0.0,0.0,0.0,0.0
1,bias_T50_a1.0_pos_p0.2,bias,T50,1.0,pos,0.2,82,192,111,11.804513398591462,8.99721908569336,34.598487854003906,39.616188049316406,False,0.5495495495495496,0.4774774774774775,0.3153153153153153,0.3063063063063063
1,bias_T50_a1.0_pos_p0.4,bias,T50,1.0,pos,0.4,110,192,83,7.487580770469574,5.598075866699219,18.042583847045893,29.794143676757812,False,0.4819277108433735,0.4457831325301205,0.24096385542168675,0.1927710843373494
1,bias_T50_a1.0_pos_p0.6,bias,T50,1.0,pos,0.6,137,192,56,4.225366422108242,3.3808746337890625,10.34442138671875,11.662376403808594,False,0.25,0.16071428571428573,0.0,0.0
1,bias_T50_a1.0_pos_p0.8,bias,T50,1.0,pos,0.8,165,192,28,1.2937352997916085,1.3146800994873047,2.4332808494567866,2.950807571411133,False,0.0,0.0,0.0,0.0
1,gain_T24_a0.5_neg_p0.2,gain,T24,0.5,neg,0.2,82,192,111,2.8793078070288307,2.599447250366211,7.055309295654297,9.737045288085938,False,0.04504504504504504,0.009009009009009009,0.0,0.0
1,gain_T24_a0.5_neg_p0.4,gain,T24,0.5,neg,0.4,110,192,83,1.9548575849418182,2.0081787109375,3.511895751953124,5.2313232421875,False,0.0,0.0,0.0,0.0
1,gain_T24_a0.5_neg_p0.6,gain,T24,0.5,neg,0.6,137,192,56,2.080657414027623,2.348517894744873,3.2461633682250977,3.741698741912842,False,0.0,0.0,0.0,0.0
1,gain_T24_a0.5_neg_p0.8,gain,T24,0.5,neg,0.8,165,192,28,2.004919852529253,2.039790391921997,3.514065170288086,3.763028621673584,False,0.0,0.0,0.0,0.0
1,gain_T24_a0.5_pos_p0.2,gain,T24,0.5,pos,0.2,82,192,111,2.366538687869235,2.1540565490722656,5.1284027099609375,6.6825103759765625,False,0.0,0.0,0.0,0.0
1,gain_T24_a0.5_pos_p0.4,gain,T24,0.5,pos,0.4,110,192,83,1.8684921207198177,1.8962597846984863,3.2236419200897215,5.099517822265625,False,0.0,0.0,0.0,0.0
1,gain_T24_a0.5_pos_p0.6,gain,T24,0.5,pos,0.6,137,192,56,1.8381917476654053,1.8764488697052002,3.0631593465805054,3.358112335205078,False,0.0,0.0,0.0,0.0
1,gain_T24_a0.5_pos_p0.8,gain,T24,0.5,pos,0.8,165,192,28,1.541996989931379,1.4939179420471191,2.813836598396301,3.1897459030151367,False,0.0,0.0,0.0,0.0
1,gain_T24_a1.0_neg_p0.2,gain,T24,1.0,neg,0.2,82,192,111,6.424837563488935,5.245361328125,16.821800231933594,22.823104858398438,False,0.25225225225225223,0.1981981981981982,0.11711711711711711,0.0990990990990991
1,gain_T24_a1.0_neg_p0.4,gain,T24,1.0,neg,0.4,110,192,83,3.9894261015466896,4.018901824951172,7.310819816589353,9.20226240158081,False,0.060240963855421686,0.0,0.0,0.0
1,gain_T24_a1.0_neg_p0.6,gain,T24,1.0,neg,0.6,137,192,56,4.392261207103729,5.010244846343994,7.177402853965759,9.20226240158081,False,0.05357142857142857,0.0,0.0,0.0
1,gain_T24_a1.0_neg_p0.8,gain,T24,1.0,neg,0.8,165,192,28,4.45196054662977,4.815637826919556,7.9146474361419665,9.24430799484253,False,0.17857142857142858,0.0,0.0,0.0
1,gain_T24_a1.0_pos_p0.2,gain,T24,1.0,pos,0.2,82,192,111,4.444907923002501,4.142908573150635,9.770259857177734,11.311882019042969,False,0.17117117117117117,0.07207207207207207,0.0,0.0
1,gain_T24_a1.0_pos_p0.4,gain,T24,1.0,pos,0.4,110,192,83,3.6164385611752428,3.8581466674804688,5.911888313293456,10.083953857421875,False,0.024096385542168676,0.012048192771084338,0.0,0.0
1,gain_T24_a1.0_pos_p0.6,gain,T24,1.0,pos,0.6,137,192,56,3.4086120384080068,3.2467288970947266,5.735699653625488,6.464982986450195,False,0.0,0.0,0.0,0.0
1,gain_T24_a1.0_pos_p0.8,gain,T24,1.0,pos,0.8,165,192,28,2.6742566313062395,2.3911991119384766,4.902374196052551,5.324972152709961,False,0.0,0.0,0.0,0.0
1,gain_T24_a1.5_neg_p0.2,gain,T24,1.5,neg,0.2,82,192,111,10.364394961176691,8.213699340820312,27.96979522705078,31.03234100341797,False,0.5675675675675675,0.3963963963963964,0.23423423423423423,0.23423423423423423
1,gain_T24_a1.5_neg_p0.4,gain,T24,1.5,neg,0.4,110,192,83,6.11524755408965,5.770927429199219,12.148814439773558,15.548251628875732,False,0.40963855421686746,0.21686746987951808,0.012048192771084338,0.012048192771084338
1,gain_T24_a1.5_neg_p0.6,gain,T24,1.5,neg,0.6,137,192,56,6.92347548689161,7.825733184814453,12.397648096084595,15.548251628875732,False,0.5535714285714286,0.26785714285714285,0.017857142857142856,0.017857142857142856
1,gain_T24_a1.5_neg_p0.8,gain,T24,1.5,neg,0.8,165,192,28,7.200554609298706,7.794837951660156,13.289146184921263,15.272490978240967,False,0.5357142857142857,0.35714285714285715,0.07142857142857142,0.03571428571428571
1,gain_T24_a1.5_pos_p0.2,gain,T24,1.5,pos,0.2,82,192,111,6.209803671450229,5.9543304443359375,13.309030532836914,17.823654174804688,False,0.3333333333333333,0.18018018018018017,0.05405405405405406,0.02702702702702703
1,gain_T24_a1.5_pos_p0.4,gain,T24,1.5,pos,0.4,110,192,83,5.270977566041142,5.4780473709106445,8.52806396484375,14.355239868164062,False,0.21686746987951808,0.03614457831325301,0.012048192771084338,0.0
1,gain_T24_a1.5_pos_p0.6,gain,T24,1.5,pos,0.6,137,192,56,4.78015387909753,4.790075302124023,8.306431293487549,9.278144836425781,False,0.17857142857142858,0.0,0.0,0.0
1,gain_T24_a1.5_pos_p0.8,gain,T24,1.5,pos,0.8,165,192,28,3.5768251759665355,3.6551876068115234,6.222476530075072,7.1349663734436035,False,0.0,0.0,0.0,0.0
1,gain_T24_a2.0_neg_p0.2,gain,T24,2.0,neg,0.2,82,192,111,14.281274546374071,10.963521957397461,35.35219192504883,39.51448059082031,False,0.7567567567567568,0.5945945945945946,0.4144144144144144,0.3783783783783784
1,gain_T24_a2.0_neg_p0.4,gain,T24,2.0,neg,0.4,110,192,83,8.283408624580108,7.527484893798828,17.765484619140615,23.221084117889404,False,0.5301204819277109,0.40963855421686746,0.20481927710843373,0.1686746987951807
1,gain_T24_a2.0_neg_p0.6,gain,T24,2.0,neg,0.6,137,192,56,9.621671148708888,10.068739891052246,17.97024142742157,23.221084117889404,False,0.5714285714285714,0.5357142857142857,0.2857142857142857,0.23214285714285715
1,gain_T24_a2.0_neg_p0.8,gain,T24,2.0,neg,0.8,165,192,28,10.137901203972953,10.268556594848633,19.70289521217346,21.919707775115967,False,0.5714285714285714,0.5357142857142857,0.35714285714285715,0.35714285714285715
1,gain_T24_a2.0_pos_p0.2,gain,T24,2.0,pos,0.2,82,192,111,7.783596356709798,7.808048248291016,15.72214126586914,24.252456665039062,False,0.5315315315315315,0.35135135135135137,0.12612612612612611,0.09009009009009009
1,gain_T24_a2.0_pos_p0.4,gain,T24,2.0,pos,0.4,110,192,83,6.906556106475462,7.039859771728516,11.486408615112303,18.44073486328125,False,0.4819277108433735,0.24096385542168675,0.024096385542168676,0.012048192771084338
1,gain_T24_a2.0_pos_p0.6,gain,T24,2.0,pos,0.6,137,192,56,5.986892410687038,6.262565851211548,10.875962257385254,11.614372253417969,False,0.32142857142857145,0.14285714285714285,0.0,0.0
1,gain_T24_a2.0_pos_p0.8,gain,T24,2.0,pos,0.8,165,192,28,4.29616493838174,4.403722524642944,7.117152476310729,8.370636463165283,False,0.07142857142857142,0.0,0.0,0.0
1,gain_T30_a0.5_neg_p0.2,gain,T30,0.5,neg,0.2,82,192,111,0.5550582043759458,0.35540008544921875,1.551253318786621,3.01654052734375,False,0.0,0.0,0.0,0.0
1,gain_T30_a0.5_neg_p0.4,gain,T30,0.5,neg,0.4,110,192,83,0.513594604400267,0.3969841003417969,1.3093835353851317,1.7128677368164062,False,0.0,0.0,0.0,0.0
1,gain_T30_a0.5_neg_p0.6,gain,T30,0.5,neg,0.6,137,192,56,0.6062653235026768,0.5944204330444336,1.3247843980789185,1.4595165252685547,False,0.0,0.0,0.0,0.0
1,gain_T30_a0.5_neg_p0.8,gain,T30,0.5,neg,0.8,165,192,28,0.6057710988180978,0.5855982303619385,1.306817650794983,1.3782978057861328,False,0.0,0.0,0.0,0.0
1,gain_T30_a0.5_pos_p0.2,gain,T30,0.5,pos,0.2,82,192,111,0.5826884432955906,0.4179801940917969,1.4673082828521729,2.9297409057617188,False,0.0,0.0,0.0,0.0
1,gain_T30_a0.5_pos_p0.4,gain,T30,0.5,pos,0.4,110,192,83,0.5386403554893402,0.40356969833374023,1.3679190158843995,1.9344558715820312,False,0.0,0.0,0.0,0.0
