unit,scenario_id,type,sensor,param,dir,timing_p,tau_s,T_u,n_after,delta_mean,delta_p50,delta_p95,delta_max,saturated,frac_gt_7.18,frac_gt_9.4,frac_gt_13.3,frac_gt_14.4
52,gain_T50_a1.5_neg_p0.4,gain,T50,1.5,neg,0.4,118,213,96,8.39599566658338,9.312582015991211,16.346596717834473,18.91522979736328,False,0.6145833333333334,0.4791666666666667,0.20833333333333334,0.13541666666666666
52,gain_T50_a1.5_neg_p0.6,gain,T50,1.5,neg,0.6,150,213,64,7.150132462382317,5.758367538452148,15.414505195617675,18.342220306396484,False,0.46875,0.40625,0.1875,0.109375
52,gain_T50_a1.5_neg_p0.8,gain,T50,1.5,neg,0.8,181,213,33,1.7819441159566243,1.5792088508605957,3.679814910888671,4.347556114196777,False,0.0,0.0,0.0,0.0
52,gain_T50_a1.5_pos_p0.2,gain,T50,1.5,pos,0.2,87,213,127,7.138535578419843,7.6826934814453125,13.721668624877928,15.861759185791016,True,0.5196850393700787,0.4015748031496063,0.08661417322834646,0.023622047244094488
52,gain_T50_a1.5_pos_p0.4,gain,T50,1.5,pos,0.4,118,213,96,6.403626774748166,5.518585205078125,14.083148002624512,16.150028228759766,False,0.40625,0.2916666666666667,0.10416666666666667,0.041666666666666664
52,gain_T50_a1.5_pos_p0.6,gain,T50,1.5,pos,0.6,150,213,64,4.833827547729015,4.874795913696289,10.880793762207029,13.396137237548828,False,0.296875,0.09375,0.015625,0.0
52,gain_T50_a1.5_pos_p0.8,gain,T50,1.5,pos,0.8,181,213,33,2.209658839485862,2.1715927124023438,5.259605407714843,5.713542938232422,False,0.0,0.0,0.0,0.0
52,gain_T50_a2.0_neg_p0.2,gain,T50,2.0,neg,0.2,87,213,127,9.953203603038638,10.009353637695312,21.30978050231933,25.980262756347656,True,0.5984251968503937,0.5196850393700787,0.2992125984251969,0.25196850393700787
52,gain_T50_a2.0_neg_p0.4,gain,T50,2.0,neg,0.4,118,213,96,11.218278760711351,11.25235366821289,22.202356338500977,27.824493408203125,False,0.6770833333333334,0.6354166666666666,0.3854166666666667,0.34375
52,gain_T50_a2.0_neg_p0.6,gain,T50,2.0,neg,0.6,150,213,64,9.412522338330746,7.862967491149902,20.201006317138667,24.273353576660156,False,0.515625,0.453125,0.328125,0.28125
52,gain_T50_a2.0_neg_p0.8,gain,T50,2.0,neg,0.8,181,213,33,2.8903590260129985,2.8827552795410156,5.581196212768553,7.013066291809082,False,0.0,0.0,0.0,0.0
52,gain_T50_a2.0_pos_p0.2,gain,T50,2.0,pos,0.2,87,213,127,9.119757659791961,10.145317077636719,17.795536041259762,20.82577896118164,True,0.5669291338582677,0.5118110236220472,0.33070866141732286,0.2677165354330709
52,gain_T50_a2.0_pos_p0.4,gain,T50,2.0,pos,0.4,118,213,96,7.9743448694547014,6.785510063171387,18.114970207214355,21.284221649169922,False,0.4791666666666667,0.4166666666666667,0.2708333333333333,0.21875
52,gain_T50_a2.0_pos_p0.6,gain,T50,2.0,pos,0.6,150,213,64,5.880642503499985,6.0239105224609375,14.165412330627438,16.62006378173828,False,0.34375,0.234375,0.078125,0.046875
52,gain_T50_a2.0_pos_p0.8,gain,T50,2.0,pos,0.8,181,213,33,2.906740997776841,2.4262752532958984,6.734618377685546,7.357212066650391,False,0.030303030303030304,0.0,0.0,0.0
52,multiC_T24+T30+T50_a0.3_na_p0.2,multi_C,T24+T30+T50,0.3,na,0.2,87,213,127,8.045402804697593,8.506515502929688,17.261360931396485,19.40882110595703,True,0.5275590551181102,0.4645669291338583,0.25984251968503935,0.18110236220472442
52,multiC_T24+T30+T50_a0.3_na_p0.4,multi_C,T24+T30+T50,0.3,na,0.4,118,213,96,6.222452054421107,3.3983116149902344,15.240053176879883,18.44995880126953,False,0.3958333333333333,0.3125,0.13541666666666666,0.07291666666666667
52,multiC_T24+T30+T50_a0.3_na_p0.6,multi_C,T24+T30+T50,0.3,na,0.6,150,213,64,3.621675744652748,3.658527374267578,7.386974716186523,8.445556640625,False,0.078125,0.0,0.0,0.0
52,multiC_T24+T30+T50_a0.3_na_p0.8,multi_C,T24+T30+T50,0.3,na,0.8,181,213,33,1.7233223048123447,1.9983673095703125,3.2707365989685053,3.540201187133789,False,0.0,0.0,0.0,0.0
52,multiC_T24+T30+T50_a0.5_na_p0.2,multi_C,T24+T30+T50,0.5,na,0.2,87,213,127,12.787009239196777,14.016273498535156,25.603479385375977,28.118057250976562,True,0.5905511811023622,0.5669291338582677,0.5039370078740157,0.4881889763779528
52,multiC_T24+T30+T50_a0.5_na_p0.4,multi_C,T24+T30+T50,0.5,na,0.4,118,213,96,9.910806586345037,5.309305191040039,23.395453453063965,27.32534408569336,False,0.4583333333333333,0.4270833333333333,0.3333333333333333,0.3229166666666667
52,multiC_T24+T30+T50_a0.5_na_p0.6,multi_C,T24+T30+T50,0.5,na,0.6,150,213,64,5.828455373644829,5.997542381286621,11.127989006042476,13.609004974365234,False,0.375,0.140625,0.015625,0.0
52,multiC_T24+T30+T50_a0.5_na_p0.8,multi_C,T24+T30+T50,0.5,na,0.8,181,213,33,2.7757910959648364,3.4137325286865234,5.2222251892089835,6.151861190795898,False,0.0,0.0,0.0,0.0
52,multiI_T24+T30+T50_a0.3_na_p0.2,multi_I,T24+T30+T50,0.3,na,0.2,87,213,127,9.590521572143073,7.952934265136719,22.773681640624993,27.440574645996094,True,0.5039370078740157,0.4566929133858268,0.3858267716535433,0.33858267716535434
52,multiI_T24+T30+T50_a0.3_na_p0.4,multi_I,T24+T30+T50,0.3,na,0.4,118,213,96,0.5511480122804642,0.5673236846923828,1.0472049713134766,2.11492919921875,False,0.0,0.0,0.0,0.0
52,multiI_T24+T30+T50_a0.3_na_p0.6,multi_I,T24+T30+T50,0.3,na,0.6,150,213,64,1.6481576263904572,1.7589282989501953,2.852735519409179,3.2586631774902344,False,0.0,0.0,0.0,0.0
52,multiI_T24+T30+T50_a0.3_na_p0.8,multi_I,T24+T30+T50,0.3,na,0.8,181,213,33,1.3106274749293472,1.329908847808838,2.947353553771972,3.3026657104492188,False,0.0,0.0,0.0,0.0
52,multiI_T24+T30+T50_a0.5_na_p0.2,multi_I,T24+T30+T50,0.5,na,0.2,87,213,127,3.0592619152519647,2.3353652954101562,7.876811981201171,12.5311279296875,True,0.08661417322834646,0.03937007874015748,0.0,0.0
52,multiI_T24+T30+T50_a0.5_na_p0.4,multi_I,T24+T30+T50,0.5,na,0.4,118,213,96,11.03049698472023,5.644697189331055,29.746231079101562,35.88636016845703,False,0.4583333333333333,0.4375,0.3645833333333333,0.34375
52,multiI_T24+T30+T50_a0.5_na_p0.6,multi_I,T24+T30+T50,0.5,na,0.6,150,213,64,3.569404110312462,2.764272689819336,9.480627822875974,11.271320343017578,False,0.171875,0.0625,0.0,0.0
52,multiI_T24+T30+T50_a0.5_na_p0.8,multi_I,T24+T30+T50,0.5,na,0.8,181,213,33,0.7032433712121212,0.6278076171875,1.7346351623535157,1.7940444946289062,False,0.0,0.0,0.0,0.0
52,noise_T24_b1.0_na_p0.2,noise,T24,1.0,na,0.2,87,213,127,5.901103222464013,4.1710968017578125,17.357948684692378,22.94009780883789,True,0.33858267716535434,0.2283464566929134,0.14960629921259844,0.13385826771653545
52,noise_T24_b1.0_na_p0.4,noise,T24,1.0,na,0.4,118,213,96,2.8255113810300827,2.432373046875,6.339987754821777,10.517623901367188,False,0.020833333333333332,0.020833333333333332,0.0,0.0
52,noise_T24_b1.0_na_p0.6,noise,T24,1.0,na,0.6,150,213,64,1.7910999059677124,1.4780802726745605,4.757247924804685,5.6237640380859375,False,0.0,0.0,0.0,0.0
52,noise_T24_b1.0_na_p0.8,noise,T24,1.0,na,0.8,181,213,33,1.094667333545107,0.5494670867919922,4.041097259521484,4.759122848510742,False,0.0,0.0,0.0,0.0
52,noise_T24_b2.0_na_p0.2,noise,T24,2.0,na,0.2,87,213,127,7.705643834091547,6.147586822509766,19.143451690673825,31.937084197998047,True,0.41732283464566927,0.31496062992125984,0.1732283464566929,0.16535433070866143
52,noise_T24_b2.0_na_p0.4,noise,T24,2.0,na,0.4,118,213,96,5.946386019388835,3.9735193252563477,17.978866577148438,26.380985260009766,False,0.2916666666666667,0.1875,0.16666666666666666,0.13541666666666666
52,noise_T24_b2.0_na_p0.6,noise,T24,2.0,na,0.6,150,213,64,3.347968600690365,2.5861387252807617,7.907697367668152,9.587298393249512,False,0.125,0.015625,0.0,0.0
52,noise_T24_b2.0_na_p0.8,noise,T24,2.0,na,0.8,181,213,33,1.6140630606449011,1.0420970916748047,4.490356254577635,6.332912445068359,False,0.0,0.0,0.0,0.0
52,noise_T24_b3.0_na_p0.2,noise,T24,3.0,na,0.2,87,213,127,20.50095687325545,18.650976181030273,51.865734481811515,69.03372955322266,True,0.7244094488188977,0.6614173228346457,0.5984251968503937,0.5826771653543307
52,noise_T24_b3.0_na_p0.4,noise,T24,3.0,na,0.4,118,213,96,9.714790826042494,9.010721921920776,21.639277458190918,25.612625122070312,False,0.5833333333333334,0.4895833333333333,0.3333333333333333,0.2604166666666667
52,noise_T24_b3.0_na_p0.6,noise,T24,3.0,na,0.6,150,213,64,9.021915964782238,7.27025032043457,22.94221801757812,26.977535247802734,False,0.53125,0.390625,0.25,0.203125
52,noise_T24_b3.0_na_p0.8,noise,T24,3.0,na,0.8,181,213,33,4.57793089837739,3.4632577896118164,10.620232772827148,12.126660823822021,False,0.2727272727272727,0.15151515151515152,0.0,0.0
52,noise_T30_b1.0_na_p0.2,noise,T30,1.0,na,0.2,87,213,127,0.7562323217316875,0.6106643676757812,1.8739822387695304,2.8683700561523438,True,0.0,0.0,0.0,0.0
52,noise_T30_b1.0_na_p0.4,noise,T30,1.0,na,0.4,118,213,96,0.7244788159926733,0.5929203033447266,1.8678393363952637,3.394590377807617,False,0.0,0.0,0.0,0.0
52,noise_T30_b1.0_na_p0.6,noise,T30,1.0,na,0.6,150,213,64,0.598864458501339,0.47736167907714844,1.507436370849609,1.9181041717529297,False,0.0,0.0,0.0,0.0
52,noise_T30_b1.0_na_p0.8,noise,T30,1.0,na,0.8,181,213,33,0.4461945764946215,0.35756731033325195,1.2006881713867184,2.297769546508789,False,0.0,0.0,0.0,0.0
52,noise_T30_b2.0_na_p0.2,noise,T30,2.0,na,0.2,87,213,127,1.475671798225463,1.0546798706054688,4.155445671081541,7.636482238769531,True,0.007874015748031496,0.0,0.0,0.0
52,noise_T30_b2.0_na_p0.4,noise,T30,2.0,na,0.4,118,213,96,1.7754250119129817,1.4706382751464844,4.218608856201172,5.27520751953125,False,0.0,0.0,0.0,0.0
52,noise_T30_b2.0_na_p0.6,noise,T30,2.0,na,0.6,150,213,64,1.3333120346069336,0.9761476516723633,3.684910106658935,6.539005279541016,False,0.0,0.0,0.0,0.0
52,noise_T30_b2.0_na_p0.8,noise,T30,2.0,na,0.8,181,213,33,1.4054928548408276,0.8379707336425781,3.3694798469543454,3.600950241088867,False,0.0,0.0,0.0,0.0
52,noise_T30_b3.0_na_p0.2,noise,T30,3.0,na,0.2,87,213,127,4.2423971469008075,3.4341583251953125,11.172137832641601,16.20348358154297,True,0.15748031496062992,0.09448818897637795,0.031496062992125984,0.023622047244094488
52,noise_T30_b3.0_na_p0.4,noise,T30,3.0,na,0.4,118,213,96,3.018461768825849,2.053913116455078,8.056040287017822,11.806365966796875,False,0.08333333333333333,0.020833333333333332,0.0,0.0
52,noise_T30_b3.0_na_p0.6,noise,T30,3.0,na,0.6,150,213,64,1.6782465428113937,1.3169324398040771,4.6813816070556635,6.37591552734375,False,0.0,0.0,0.0,0.0
52,noise_T30_b3.0_na_p0.8,noise,T30,3.0,na,0.8,181,213,33,1.3704313798384233,1.1400985717773438,3.2345910072326656,5.480691909790039,False,0.0,0.0,0.0,0.0
52,noise_T50_b1.0_na_p0.2,noise,T50,1.0,na,0.2,87,213,127,6.034395124029926,3.4640445709228516,16.35518569946289,24.227142333984375,True,0.3779527559055118,0.31496062992125984,0.14173228346456693,0.11023622047244094
52,noise_T50_b1.0_na_p0.4,noise,T50,1.0,na,0.4,118,213,96,1.625996172428131,1.2445335388183594,4.296161651611328,6.662300109863281,False,0.0,0.0,0.0,0.0
52,noise_T50_b1.0_na_p0.6,noise,T50,1.0,na,0.6,150,213,64,3.050202392041683,2.3624885082244873,7.313856506347655,8.624320983886719,False,0.0625,0.0,0.0,0.0
52,noise_T50_b1.0_na_p0.8,noise,T50,1.0,na,0.8,181,213,33,0.6329773556102406,0.3861579895019531,1.781330108642578,2.605215072631836,False,0.0,0.0,0.0,0.0
52,noise_T50_b2.0_na_p0.2,noise,T50,2.0,na,0.2,87,213,127,6.2398657198027365,4.102466583251953,19.185439300537094,28.05321502685547,True,0.30708661417322836,0.25196850393700787,0.13385826771653545,0.10236220472440945
52,noise_T50_b2.0_na_p0.4,noise,T50,2.0,na,0.4,118,213,96,12.580684850613276,8.44804573059082,30.90193271636963,35.69544219970703,False,0.53125,0.4895833333333333,0.4270833333333333,0.3958333333333333
52,noise_T50_b2.0_na_p0.6,noise,T50,2.0,na,0.6,150,213,64,3.525060288608074,2.3850173950195312,9.140451622009277,12.214187622070312,False,0.171875,0.046875,0.0,0.0
52,noise_T50_b2.0_na_p0.8,noise,T50,2.0,na,0.8,181,213,33,1.1892017884687944,1.2990875244140625,2.5456220626831048,3.8054094314575195,False,0.0,0.0,0.0,0.0
52,noise_T50_b3.0_na_p0.2,noise,T50,3.0,na,0.2,87,213,127,16.971565862340253,12.052255630493164,41.458654403686516,53.167781829833984,True,0.6220472440944882,0.5511811023622047,0.4881889763779528,0.48031496062992124
52,noise_T50_b3.0_na_p0.4,noise,T50,3.0,na,0.4,118,213,96,13.799354021747908,9.146857261657715,36.29408264160156,45.0369873046875,False,0.59375,0.4791666666666667,0.40625,0.375
52,noise_T50_b3.0_na_p0.6,noise,T50,3.0,na,0.6,150,213,64,4.598279070109129,5.198004722595215,8.756166267395018,14.022066116333008,False,0.21875,0.03125,0.015625,0.0
52,noise_T50_b3.0_na_p0.8,noise,T50,3.0,na,0.8,181,213,33,1.6854388930580833,1.1709518432617188,4.902854919433593,6.266294479370117,False,0.0,0.0,0.0,0.0
52,stuck_T24_na_na_p0.2,stuck,T24,,na,0.2,87,213,127,13.827007312474288,12.677322387695312,31.246464920043945,36.478294372558594,True,0.5669291338582677,0.5275590551181102,0.49606299212598426,0.48031496062992124
52,stuck_T24_na_na_p0.4,stuck,T24,,na,0.4,118,213,96,4.75479852159818,5.692279815673828,8.84366512298584,9.838027954101562,False,0.22916666666666666,0.020833333333333332,0.0,0.0
52,stuck_T24_na_na_p0.6,stuck,T24,,na,0.6,150,213,64,5.823691874742508,5.83027458190918,8.301502752304076,9.588419914245605,False,0.234375,0.03125,0.0,0.0
52,stuck_T24_na_na_p0.8,stuck,T24,,na,0.8,181,213,33,2.462132049329353,2.4378490447998047,5.496203422546385,7.469061851501465,False,0.030303030303030304,0.0,0.0,0.0
52,stuck_T30_na_na_p0.2,stuck,T30,,na,0.2,87,213,127,2.5977619238725795,2.4400062561035156,6.090584373474119,7.018915176391602,True,0.0,0.0,0.0,0.0
52,stuck_T30_na_na_p0.4,stuck,T30,,na,0.4,118,213,96,1.492065191268921,1.4451777935028076,3.6731361150741577,4.958852767944336,False,0.0,0.0,0.0,0.0
52,stuck_T30_na_na_p0.6,stuck,T30,,na,0.6,150,213,64,3.9226164072752,4.053173065185547,6.585602974891662,6.929042816162109,False,0.0,0.0,0.0,0.0
52,stuck_T30_na_na_p0.8,stuck,T30,,na,0.8,181,213,33,1.1683829047463157,0.9771542549133301,2.6905645370483393,3.674182891845703,False,0.0,0.0,0.0,0.0
52,stuck_T50_na_na_p0.2,stuck,T50,,na,0.2,87,213,127,22.709265055618886,24.506080627441406,48.573110198974604,57.197818756103516,True,0.6850393700787402,0.6456692913385826,0.5669291338582677,0.5669291338582677
52,stuck_T50_na_na_p0.4,stuck,T50,,na,0.4,118,213,96,3.4677912344535193,2.950014114379883,8.347972869873047,9.82470703125,False,0.11458333333333333,0.020833333333333332,0.0,0.0
52,stuck_T50_na_na_p0.6,stuck,T50,,na,0.6,150,213,64,3.765690229833126,3.0924177169799805,7.938465690612792,8.815444946289062,False,0.109375,0.0,0.0,0.0
52,stuck_T50_na_na_p0.8,stuck,T50,,na,0.8,181,213,33,0.4787035277395537,0.34529685974121094,1.3653569221496578,2.040945053100586,False,0.0,0.0,0.0,0.0
57,bias_T24_a0.3_neg_p0.2,bias,T24,0.3,neg,0.2,71,137,67,3.3124967617775076,2.4519729614257812,9.231108093261714,13.682044982910156,False,0.07462686567164178,0.05970149253731343,0.014925373134328358,0.0
57,bias_T24_a0.3_neg_p0.4,bias,T24,0.3,neg,0.4,88,137,50,2.3682615852355955,2.6428871154785156,4.20425624847412,5.23486328125,False,0.0,0.0,0.0,0.0
57,bias_T24_a0.3_neg_p0.6,bias,T24,0.3,neg,0.6,104,137,34,1.368951068204992,1.330021858215332,2.2400694847106934,2.4003067016601562,False,0.0,0.0,0.0,0.0
57,bias_T24_a0.3_neg_p0.8,bias,T24,0.3,neg,0.8,121,137,17,0.4635278196895824,0.5265827178955078,0.6492694854736327,0.6886215209960938,False,0.0,0.0,0.0,0.0
57,bias_T24_a0.3_pos_p0.2,bias,T24,0.3,pos,0.2,71,137,67,2.8729400278917,2.44171142578125,6.672805023193359,13.439300537109375,False,0.029850746268656716,0.014925373134328358,0.014925373134328358,0.0
57,bias_T24_a0.3_pos_p0.4,bias,T24,0.3,pos,0.4,88,137,50,2.1668441677093506,2.4573678970336914,3.793956756591796,4.4327392578125,False,0.0,0.0,0.0,0.0
57,bias_T24_a0.3_pos_p0.6,bias,T24,0.3,pos,0.6,104,137,34,1.2954761561225443,1.2772750854492188,2.168465709686279,2.2437362670898438,False,0.0,0.0,0.0,0.0
57,bias_T24_a0.3_pos_p0.8,bias,T24,0.3,pos,0.8,121,137,17,0.4280048819149242,0.4670257568359375,0.5942032814025878,0.6849160194396973,False,0.0,0.0,0.0,0.0
57,bias_T24_a0.5_neg_p0.2,bias,T24,0.5,neg,0.2,71,137,67,5.905618297519968,4.100399017333984,17.236618041992188,22.492706298828125,False,0.29850746268656714,0.1791044776119403,0.08955223880597014,0.08955223880597014
57,bias_T24_a0.5_neg_p0.4,bias,T24,0.5,neg,0.4,88,137,50,4.078863554000854,4.518688201904297,7.818150520324706,9.84368896484375,False,0.08,0.02,0.0,0.0
57,bias_T24_a0.5_neg_p0.6,bias,T24,0.5,neg,0.6,104,137,34,2.3131350489223705,2.257833480834961,3.7779903411865234,3.8700523376464844,False,0.0,0.0,0.0,0.0
57,bias_T24_a0.5_neg_p0.8,bias,T24,0.5,neg,0.8,121,137,17,0.7986168019911822,0.9071388244628906,1.1250633239746093,1.1843547821044922,False,0.0,0.0,0.0,0.0
57,bias_T24_a0.5_pos_p0.2,bias,T24,0.5,pos,0.2,71,137,67,4.627902457963175,4.094486236572266,10.87393951416015,19.568161010742188,False,0.19402985074626866,0.08955223880597014,0.014925373134328358,0.014925373134328358
57,bias_T24_a0.5_pos_p0.4,bias,T24,0.5,pos,0.4,88,137,50,3.5418906021118164,3.9758520126342773,6.2473443984985355,6.412540435791016,False,0.0,0.0,0.0,0.0
57,bias_T24_a0.5_pos_p0.6,bias,T24,0.5,pos,0.6,104,137,34,2.107069464290843,2.0712356567382812,3.5519675254821776,3.664752960205078,False,0.0,0.0,0.0,0.0
57,bias_T24_a0.5_pos_p0.8,bias,T24,0.5,pos,0.8,121,137,17,0.6907097592073328,0.7532100677490234,0.9452399253845214,1.024238109588623,False,0.0,0.0,0.0,0.0
57,bias_T24_a0.75_neg_p0.2,bias,T24,0.75,neg,0.2,71,137,67,9.341042845996459,6.0811767578125,27.594023895263668,30.150466918945312,False,0.44776119402985076,0.373134328358209,0.23880597014925373,0.19402985074626866
57,bias_T24_a0.75_neg_p0.4,bias,T24,0.75,neg,0.4,88,137,50,6.4499178218841555,6.743165016174316,11.741671752929687,20.730911254882812,False,0.42,0.22,0.04,0.04
57,bias_T24_a0.75_neg_p0.6,bias,T24,0.75,neg,0.6,104,137,34,3.5530288640190575,3.414973258972168,5.732523727416992,6.089504241943359,False,0.0,0.0,0.0,0.0
57,bias_T24_a0.75_neg_p0.8,bias,T24,0.75,neg,0.8,121,137,17,1.2651882732615751,1.4328112602233887,1.8222595214843749,1.8517875671386719,False,0.0,0.0,0.0,0.0
57,bias_T24_a0.75_pos_p0.2,bias,T24,0.75,pos,0.2,71,137,67,6.613124534265319,5.9860076904296875,15.144631195068353,25.985305786132812,False,0.3880597014925373,0.2537313432835821,0.07462686567164178,0.05970149253731343
57,bias_T24_a0.75_pos_p0.4,bias,T24,0.75,pos,0.4,88,137,50,5.16661416053772,5.874575614929199,8.7681734085083,9.990005493164062,False,0.28,0.02,0.0,0.0
57,bias_T24_a0.75_pos_p0.6,bias,T24,0.75,pos,0.6,104,137,34,3.0615875861224007,3.0155744552612305,5.204013538360596,5.357080459594727,False,0.0,0.0,0.0,0.0
57,bias_T24_a0.75_pos_p0.8,bias,T24,0.75,pos,0.8,121,137,17,0.9949466480928308,1.1014952659606934,1.374524688720703,1.4360485076904297,False,0.0,0.0,0.0,0.0
57,bias_T24_a1.0_neg_p0.2,bias,T24,1.0,neg,0.2,71,137,67,12.701449223418734,8.448612213134766,33.757138061523435,41.672210693359375,False,0.5522388059701493,0.4626865671641791,0.373134328358209,0.373134328358209
57,bias_T24_a1.0_neg_p0.4,bias,T24,1.0,neg,0.4,88,137,50,9.024435195922852,9.085860252380371,17.052266693115232,30.243446350097656,False,0.62,0.46,0.22,0.18
57,bias_T24_a1.0_neg_p0.6,bias,T24,1.0,neg,0.6,104,137,34,4.808882292579202,4.716940879821777,7.622516345977782,8.485567092895508,False,0.14705882352941177,0.0,0.0,0.0
57,bias_T24_a1.0_neg_p0.8,bias,T24,1.0,neg,0.8,121,137,17,1.7699740353752584,2.006682872772217,2.560131549835205,2.669630527496338,False,0.0,0.0,0.0,0.0
57,bias_T24_a1.0_pos_p0.2,bias,T24,1.0,pos,0.2,71,137,67,8.414633971541676,7.866668701171875,18.384981536865222,29.640682220458984,False,0.5373134328358209,0.40298507462686567,0.1791044776119403,0.13432835820895522
57,bias_T24_a1.0_pos_p0.4,bias,T24,1.0,pos,0.4,88,137,50,6.743338832855224,7.915375709533691,11.414616203308105,13.261466979980469,False,0.56,0.24,0.0,0.0
57,bias_T24_a1.0_pos_p0.6,bias,T24,1.0,pos,0.6,104,137,34,3.968039807151346,3.811380624771118,6.773898410797119,7.160661697387695,False,0.0,0.0,0.0,0.0
57,bias_T24_a1.0_pos_p0.8,bias,T24,1.0,pos,0.8,121,137,17,1.2748160923228544,1.3997631072998047,1.762411403656006,1.7881808280944824,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.3_neg_p0.2,bias,T30,0.3,neg,0.2,71,137,67,0.6548891494523233,0.6045799255371094,1.368590354919433,1.618682861328125,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.3_neg_p0.4,bias,T30,0.3,neg,0.4,88,137,50,0.6548312377929687,0.673367977142334,1.2380946159362793,1.303945541381836,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.3_neg_p0.6,bias,T30,0.3,neg,0.6,104,137,34,0.5331608407637652,0.5513935089111328,0.9658565521240232,1.1657438278198242,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.3_neg_p0.8,bias,T30,0.3,neg,0.8,121,137,17,0.23844500148997588,0.20140981674194336,0.46904659271240207,0.789179801940918,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.3_pos_p0.2,bias,T30,0.3,pos,0.2,71,137,67,0.7055333407957163,0.6491718292236328,1.4586824417114255,1.7235260009765625,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.3_pos_p0.4,bias,T30,0.3,pos,0.4,88,137,50,0.6742051124572754,0.6347007751464844,1.2849268913269043,1.3845977783203125,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.3_pos_p0.6,bias,T30,0.3,pos,0.6,104,137,34,0.5406732138465432,0.5863714218139648,0.921179986000061,1.0326957702636719,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.3_pos_p0.8,bias,T30,0.3,pos,0.8,121,137,17,0.23042925666360295,0.2100238800048828,0.43877725601196266,0.6877217292785645,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.5_neg_p0.2,bias,T30,0.5,neg,0.2,71,137,67,1.0721048170061254,0.9942245483398438,2.1602821350097656,2.7861251831054688,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.5_neg_p0.4,bias,T30,0.5,neg,0.4,88,137,50,1.0725346088409424,1.077972412109375,2.0309468269348145,2.1984901428222656,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.5_neg_p0.6,bias,T30,0.5,neg,0.6,104,137,34,0.8730138470144833,0.8853063583374023,1.602280473709106,1.7076168060302734,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.5_neg_p0.8,bias,T30,0.5,neg,0.8,121,137,17,0.40668484743903666,0.3644695281982422,0.7835186004638668,1.2876949310302734,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.5_pos_p0.2,bias,T30,0.5,pos,0.2,71,137,67,1.2227326862847627,1.0809097290039062,2.4650371551513666,2.9356613159179688,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.5_pos_p0.4,bias,T30,0.5,pos,0.4,88,137,50,1.148096055984497,1.0842409133911133,2.1560608863830564,2.3867340087890625,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.5_pos_p0.6,bias,T30,0.5,pos,0.6,104,137,34,0.9036385452046114,0.941380500793457,1.496856880187988,1.7219772338867188,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.5_pos_p0.8,bias,T30,0.5,pos,0.8,121,137,17,0.38041504691628847,0.36947059631347656,0.707336330413818,1.0289835929870605,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.75_neg_p0.2,bias,T30,0.75,neg,0.2,71,137,67,1.5675413715305613,1.4032478332519531,3.1559928894042963,4.1025543212890625,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.75_neg_p0.4,bias,T30,0.75,neg,0.4,88,137,50,1.5811909770965575,1.646463394165039,2.9730977058410644,3.3297367095947266,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.75_neg_p0.6,bias,T30,0.75,neg,0.6,104,137,34,1.2805335942436666,1.2448539733886719,2.2413736104965207,2.4175453186035156,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.75_neg_p0.8,bias,T30,0.75,neg,0.8,121,137,17,0.609779021319221,0.549372673034668,1.1348406791687007,1.6656584739685059,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.75_pos_p0.2,bias,T30,0.75,pos,0.2,71,137,67,1.8988813998094245,1.6815857887268066,3.790600395202637,4.79248046875,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.75_pos_p0.4,bias,T30,0.75,pos,0.4,88,137,50,1.743313045501709,1.629408836364746,3.2736721992492677,3.4482421875,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.75_pos_p0.6,bias,T30,0.75,pos,0.6,104,137,34,1.3632549117593205,1.3790960311889648,2.2725905418395995,2.5820159912109375,False,0.0,0.0,0.0,0.0
57,bias_T30_a0.75_pos_p0.8,bias,T30,0.75,pos,0.8,121,137,17,0.5679651428671444,0.5536785125732422,1.0197055816650389,1.337942123413086,False,0.0,0.0,0.0,0.0
57,bias_T30_a1.0_neg_p0.2,bias,T30,1.0,neg,0.2,71,137,67,2.0489208378008943,1.90545654296875,4.066969299316406,5.4323883056640625,False,0.0,0.0,0.0,0.0
57,bias_T30_a1.0_neg_p0.4,bias,T30,1.0,neg,0.4,88,137,50,2.087296152114868,2.1652164459228516,3.8916923522949216,4.462337493896484,False,0.0,0.0,0.0,0.0
