unit,scenario_id,type,sensor,param,timing_p,tau_s,T_u,t_exit,pos_in_life,yhat_clean_at_exit,delta_at_exit,delta_min_after20,degraded_len_before,reentry_within_20,reentry_gap,is_final_exit,pattern
11,gain_T50_a1.5_neg_p0.2,gain,T50,1.5,0.2,92,240,150,0.625,68.2218017578125,3.1848602294921875,0.4254150390625,52,False,,False,C
11,gain_T50_a1.5_neg_p0.2,gain,T50,1.5,0.2,92,240,225,0.9375,16.874618530273438,4.49029541015625,0.10252189636230469,33,False,,True,B
11,gain_T50_a1.5_neg_p0.4,gain,T50,1.5,0.4,129,240,168,0.7,60.033409118652344,4.070125579833984,0.8169593811035156,35,False,,False,C
11,gain_T50_a1.5_neg_p0.4,gain,T50,1.5,0.4,129,240,225,0.9375,16.874618530273438,4.49029541015625,0.10252189636230469,33,False,,True,B
11,gain_T50_a1.5_pos_p0.2,gain,T50,1.5,0.2,92,240,146,0.6083333333333333,91.47001647949219,3.194549560546875,0.19500732421875,12,False,,False,C
11,gain_T50_a1.5_pos_p0.2,gain,T50,1.5,0.2,92,240,220,0.9166666666666666,19.386474609375,4.506427764892578,0.1297454833984375,36,False,,True,B
11,gain_T50_a1.5_pos_p0.4,gain,T50,1.5,0.4,129,240,173,0.7208333333333333,70.02970123291016,2.425994873046875,0.4939613342285156,39,True,11.0,False,A
11,gain_T50_a1.5_pos_p0.4,gain,T50,1.5,0.4,129,240,220,0.9166666666666666,19.386474609375,4.506427764892578,0.1297454833984375,36,False,,True,B
11,gain_T50_a1.5_pos_p0.6,gain,T50,1.5,0.6,166,240,220,0.9166666666666666,19.386474609375,4.506427764892578,0.1297454833984375,23,False,,True,B
11,gain_T50_a2.0_neg_p0.2,gain,T50,2.0,0.2,92,240,174,0.725,62.512062072753906,2.884258270263672,0.24335098266601562,78,True,13.0,False,A
11,gain_T50_a2.0_neg_p0.2,gain,T50,2.0,0.2,92,240,225,0.9375,16.874618530273438,4.662725448608398,0.045734405517578125,38,False,,True,B
11,gain_T50_a2.0_neg_p0.4,gain,T50,2.0,0.4,129,240,174,0.725,62.512062072753906,2.884258270263672,0.24335098266601562,43,True,13.0,False,A
11,gain_T50_a2.0_neg_p0.4,gain,T50,2.0,0.4,129,240,225,0.9375,16.874618530273438,4.662725448608398,0.045734405517578125,38,False,,True,B
11,gain_T50_a2.0_neg_p0.6,gain,T50,2.0,0.6,166,240,225,0.9375,16.874618530273438,4.662725448608398,0.045734405517578125,29,False,,True,B
11,gain_T50_a2.0_pos_p0.2,gain,T50,2.0,0.2,92,240,221,0.9208333333333333,18.588401794433594,3.76483154296875,0.4818596839904785,87,False,,True,B
11,gain_T50_a2.0_pos_p0.4,gain,T50,2.0,0.4,129,240,221,0.9208333333333333,18.588401794433594,3.76483154296875,0.4818596839904785,87,False,,True,B
11,gain_T50_a2.0_pos_p0.6,gain,T50,2.0,0.6,166,240,221,0.9208333333333333,18.588401794433594,3.76483154296875,0.4818596839904785,29,False,,True,B
11,multiC_T24+T30+T50_a0.3_na_p0.2,multi_C,T24+T30+T50,0.3,0.2,92,240,185,0.7708333333333334,48.359588623046875,2.8446998596191406,1.5233573913574219,51,False,,True,C
11,multiC_T24+T30+T50_a0.3_na_p0.4,multi_C,T24+T30+T50,0.3,0.4,129,240,185,0.7708333333333334,48.359588623046875,2.8446998596191406,1.5233573913574219,50,False,,True,C
11,multiC_T24+T30+T50_a0.5_na_p0.2,multi_C,T24+T30+T50,0.5,0.2,92,240,193,0.8041666666666667,45.68581771850586,4.070098876953125,2.505502700805664,76,False,,True,C
11,multiC_T24+T30+T50_a0.5_na_p0.4,multi_C,T24+T30+T50,0.5,0.4,129,240,193,0.8041666666666667,45.68581771850586,4.070098876953125,2.505502700805664,59,False,,True,C
11,multiC_T24+T30+T50_a0.5_na_p0.6,multi_C,T24+T30+T50,0.5,0.6,166,240,206,0.8583333333333333,31.62628936767578,4.6480255126953125,2.2734756469726562,34,False,,True,C
11,multiI_T24+T30+T50_a0.3_na_p0.2,multi_I,T24+T30+T50,0.3,0.2,92,240,184,0.7666666666666667,56.23221969604492,4.3148651123046875,0.7585487365722656,62,False,,True,C
11,multiI_T24+T30+T50_a0.5_na_p0.6,multi_I,T24+T30+T50,0.5,0.6,166,240,200,0.8333333333333334,31.962242126464844,4.131898880004883,1.5062713623046875,26,False,,True,C
11,noise_T24_b2.0_na_p0.2,noise,T24,2.0,0.2,92,240,167,0.6958333333333333,65.82392883300781,3.02593994140625,0.0742645263671875,17,False,,True,C
11,noise_T24_b2.0_na_p0.4,noise,T24,2.0,0.4,129,240,188,0.7833333333333333,52.43295669555664,4.2164764404296875,0.047000885009765625,53,False,,True,C
11,noise_T24_b2.0_na_p0.6,noise,T24,2.0,0.6,166,240,216,0.9,22.140872955322266,3.761241912841797,0.21063899993896484,39,False,,True,C
11,noise_T24_b3.0_na_p0.2,noise,T24,3.0,0.2,92,240,113,0.4708333333333333,122.60908508300781,2.0192413330078125,0.18802642822265625,19,False,,False,C
11,noise_T24_b3.0_na_p0.2,noise,T24,3.0,0.2,92,240,233,0.9708333333333333,4.683048248291016,2.3570961952209473,0.5810065269470215,99,False,,True,B
11,noise_T24_b3.0_na_p0.4,noise,T24,3.0,0.4,129,240,233,0.9708333333333333,4.683048248291016,2.615083694458008,1.1474170684814453,93,False,,True,B
11,noise_T24_b3.0_na_p0.6,noise,T24,3.0,0.6,166,240,211,0.8791666666666667,22.839557647705078,3.4499969482421875,0.3217315673828125,39,False,,True,C
11,noise_T30_b3.0_na_p0.2,noise,T30,3.0,0.2,92,240,173,0.7208333333333333,70.02970123291016,2.7118301391601562,0.2577247619628906,37,False,,True,C
11,noise_T50_b2.0_na_p0.2,noise,T50,2.0,0.2,92,240,181,0.7541666666666667,65.94989776611328,0.9219284057617188,0.2725334167480469,52,False,,False,C
11,noise_T50_b2.0_na_p0.2,noise,T50,2.0,0.2,92,240,224,0.9333333333333333,19.918960571289062,2.0241165161132812,0.2080554962158203,15,False,,True,B
11,noise_T50_b2.0_na_p0.4,noise,T50,2.0,0.4,129,240,186,0.775,51.01133346557617,4.274295806884766,2.20172119140625,21,True,10.0,False,A
11,noise_T50_b2.0_na_p0.4,noise,T50,2.0,0.4,129,240,222,0.925,17.19170379638672,1.863790512084961,0.07537841796875,26,False,,True,B
11,noise_T50_b2.0_na_p0.6,noise,T50,2.0,0.6,166,240,227,0.9458333333333333,12.775419235229492,3.6305904388427734,0.13938379287719727,22,False,,True,B
11,noise_T50_b3.0_na_p0.2,noise,T50,3.0,0.2,92,240,224,0.9333333333333333,19.918960571289062,0.9387626647949219,0.08811759948730469,103,False,,True,B
11,noise_T50_b3.0_na_p0.4,noise,T50,3.0,0.4,129,240,224,0.9333333333333333,19.918960571289062,4.176637649536133,0.09838581085205078,90,False,,True,B
11,noise_T50_b3.0_na_p0.6,noise,T50,3.0,0.6,166,240,218,0.9083333333333333,20.599727630615234,1.6229667663574219,0.036518096923828125,47,False,,True,B
11,noise_T50_b3.0_na_p0.8,noise,T50,3.0,0.8,203,240,220,0.9166666666666666,19.386474609375,4.679349899291992,0.14574527740478516,9,False,,True,A
11,stuck_T24_na_na_p0.2,stuck,T24,,0.2,92,240,148,0.6166666666666667,76.80369567871094,3.975982666015625,0.25620269775390625,11,False,,True,C
11,stuck_T24_na_na_p0.4,stuck,T24,,0.4,129,240,175,0.7291666666666666,67.01748657226562,4.231719970703125,0.04965972900390625,41,False,,True,C
11,stuck_T50_na_na_p0.2,stuck,T50,,0.2,92,240,196,0.8166666666666667,31.891870498657227,3.289621353149414,0.2229137420654297,62,False,,True,C
11,stuck_T50_na_na_p0.4,stuck,T50,,0.4,129,240,225,0.9375,16.874618530273438,1.8553905487060547,0.054485321044921875,78,False,,True,B
11,stuck_T50_na_na_p0.6,stuck,T50,,0.6,166,240,225,0.9375,16.874618530273438,2.773069381713867,0.077056884765625,44,False,,True,B
17,bias_T24_a0.5_neg_p0.2,bias,T24,0.5,0.2,99,276,229,0.8297101449275363,45.42462158203125,4.554527282714844,1.5379066467285156,43,False,,True,C
17,bias_T24_a0.5_neg_p0.4,bias,T24,0.5,0.4,143,276,229,0.8297101449275363,45.42462158203125,4.554527282714844,1.5379066467285156,72,False,,True,C
17,bias_T24_a0.5_neg_p0.6,bias,T24,0.5,0.6,188,276,230,0.8333333333333334,42.40582275390625,4.322132110595703,1.5379066467285156,23,False,,True,C
17,bias_T24_a0.5_pos_p0.4,bias,T24,0.5,0.4,143,276,225,0.8152173913043478,47.2021369934082,4.568450927734375,1.6784934997558594,76,False,,True,C
17,bias_T24_a0.75_neg_p0.2,bias,T24,0.75,0.2,99,276,237,0.8586956521739131,38.89164733886719,3.2827796936035156,2.2168140411376953,79,False,,True,C
17,bias_T24_a0.75_neg_p0.4,bias,T24,0.75,0.4,143,276,237,0.8586956521739131,38.89164733886719,3.2827796936035156,2.2168140411376953,88,False,,True,C
17,bias_T24_a0.75_neg_p0.6,bias,T24,0.75,0.6,188,276,237,0.8586956521739131,38.89164733886719,3.2827796936035156,2.2168140411376953,38,False,,True,C
17,bias_T24_a0.75_pos_p0.2,bias,T24,0.75,0.2,99,276,232,0.8405797101449275,41.05693817138672,3.4501686096191406,2.4458656311035156,114,False,,True,C
17,bias_T24_a0.75_pos_p0.4,bias,T24,0.75,0.4,143,276,232,0.8405797101449275,41.05693817138672,3.4501686096191406,2.4458656311035156,84,False,,True,C
17,bias_T24_a0.75_pos_p0.6,bias,T24,0.75,0.6,188,276,232,0.8405797101449275,41.05693817138672,3.4501686096191406,2.4458656311035156,32,False,,True,C
17,bias_T24_a1.0_neg_p0.2,bias,T24,1.0,0.2,99,276,239,0.8659420289855072,33.920875549316406,3.7216835021972656,3.018625259399414,86,False,,True,C
17,bias_T24_a1.0_neg_p0.4,bias,T24,1.0,0.4,143,276,239,0.8659420289855072,33.920875549316406,3.7216835021972656,3.018625259399414,91,False,,True,C
17,bias_T24_a1.0_neg_p0.6,bias,T24,1.0,0.6,188,276,239,0.8659420289855072,33.920875549316406,3.7216835021972656,3.018625259399414,45,False,,True,C
17,bias_T24_a1.0_pos_p0.2,bias,T24,1.0,0.2,99,276,237,0.8586956521739131,38.89164733886719,4.142051696777344,2.5585994720458984,123,False,,True,C
17,bias_T24_a1.0_pos_p0.4,bias,T24,1.0,0.4,143,276,237,0.8586956521739131,38.89164733886719,4.142051696777344,2.5585994720458984,91,False,,True,C
17,bias_T24_a1.0_pos_p0.6,bias,T24,1.0,0.6,188,276,237,0.8586956521739131,38.89164733886719,4.142051696777344,2.5585994720458984,44,False,,True,C
17,bias_T50_a0.3_neg_p0.2,bias,T50,0.3,0.2,99,276,194,0.7028985507246377,67.93113708496094,4.285270690917969,1.1798553466796875,8,False,,True,A
17,bias_T50_a0.3_neg_p0.4,bias,T50,0.3,0.4,143,276,194,0.7028985507246377,67.93113708496094,4.285270690917969,1.1798553466796875,37,False,,True,C
17,bias_T50_a0.3_pos_p0.2,bias,T50,0.3,0.2,99,276,191,0.6920289855072463,79.12086486816406,4.5374908447265625,1.1176071166992188,48,False,,True,C
17,bias_T50_a0.3_pos_p0.4,bias,T50,0.3,0.4,143,276,191,0.6920289855072463,79.12086486816406,4.5374908447265625,1.1176071166992188,21,False,,True,C
17,bias_T50_a0.5_neg_p0.2,bias,T50,0.5,0.2,99,276,202,0.7318840579710145,63.84682846069336,2.2222023010253906,0.4592437744140625,55,False,,True,C
17,bias_T50_a0.5_neg_p0.4,bias,T50,0.5,0.4,143,276,202,0.7318840579710145,63.84682846069336,2.2222023010253906,0.4592437744140625,50,False,,True,C
17,bias_T50_a0.5_neg_p0.6,bias,T50,0.5,0.6,188,276,225,0.8152173913043478,47.2021369934082,1.4775314331054688,0.4336967468261719,15,False,,True,C
17,bias_T50_a0.5_pos_p0.2,bias,T50,0.5,0.2,99,276,194,0.7028985507246377,67.93113708496094,3.44268798828125,1.7752723693847656,71,False,,True,C
17,bias_T50_a0.5_pos_p0.4,bias,T50,0.5,0.4,143,276,194,0.7028985507246377,67.93113708496094,3.44268798828125,1.7752723693847656,45,False,,True,C
17,bias_T50_a0.75_neg_p0.2,bias,T50,0.75,0.2,99,276,225,0.8152173913043478,47.2021369934082,1.2718162536621094,0.09749984741210938,85,False,,True,C
17,bias_T50_a0.75_neg_p0.4,bias,T50,0.75,0.4,143,276,225,0.8152173913043478,47.2021369934082,1.2718162536621094,0.09749984741210938,76,False,,True,C
17,bias_T50_a0.75_neg_p0.6,bias,T50,0.75,0.6,188,276,225,0.8152173913043478,47.2021369934082,3.5656089782714844,0.09749984741210938,26,False,,True,C
17,bias_T50_a0.75_pos_p0.2,bias,T50,0.75,0.2,99,276,194,0.7028985507246377,67.93113708496094,4.634853363037109,2.6109466552734375,81,False,,True,C
17,bias_T50_a0.75_pos_p0.4,bias,T50,0.75,0.4,143,276,194,0.7028985507246377,67.93113708496094,4.634853363037109,2.6109466552734375,48,False,,True,C
17,bias_T50_a1.0_neg_p0.2,bias,T50,1.0,0.2,99,276,226,0.8188405797101449,42.46656036376953,2.58331298828125,0.10197067260742188,87,False,,True,C
17,bias_T50_a1.0_neg_p0.4,bias,T50,1.0,0.4,143,276,226,0.8188405797101449,42.46656036376953,2.58331298828125,0.10197067260742188,78,False,,True,C
17,bias_T50_a1.0_neg_p0.6,bias,T50,1.0,0.6,188,276,226,0.8188405797101449,42.46656036376953,0.5848274230957031,0.10197067260742188,34,False,,True,C
17,bias_T50_a1.0_pos_p0.2,bias,T50,1.0,0.2,99,276,224,0.8115942028985508,54.76628494262695,3.6266632080078125,0.7894859313964844,115,False,,True,C
17,bias_T50_a1.0_pos_p0.4,bias,T50,1.0,0.4,143,276,224,0.8115942028985508,54.76628494262695,3.6266632080078125,0.7894859313964844,78,False,,True,C
17,bias_T50_a1.0_pos_p0.6,bias,T50,1.0,0.6,188,276,226,0.8188405797101449,42.46656036376953,3.7836341857910156,0.6346015930175781,28,False,,True,C
17,gain_T24_a1.0_neg_p0.2,gain,T24,1.0,0.2,99,276,136,0.4927536231884058,118.11531829833984,3.7973480224609375,0.1374664306640625,21,False,,False,C
17,gain_T24_a1.0_neg_p0.2,gain,T24,1.0,0.2,99,276,272,0.9855072463768116,3.2168259620666504,3.8937883377075195,1.5458612442016602,46,False,,True,B
17,gain_T24_a1.0_neg_p0.4,gain,T24,1.0,0.4,143,276,173,0.6268115942028986,112.61891174316406,2.761566162109375,0.9146652221679688,26,False,,False,C
17,gain_T24_a1.0_neg_p0.4,gain,T24,1.0,0.4,143,276,272,0.9855072463768116,3.2168259620666504,3.8937883377075195,1.5458612442016602,46,False,,True,B
17,gain_T24_a1.0_neg_p0.6,gain,T24,1.0,0.6,188,276,272,0.9855072463768116,3.2168259620666504,3.8937883377075195,1.5458612442016602,46,False,,True,B
17,gain_T24_a1.5_neg_p0.2,gain,T24,1.5,0.2,99,276,139,0.5036231884057971,108.62973022460938,0.4095611572265625,0.08618927001953125,30,False,,False,C
17,gain_T24_a1.5_neg_p0.4,gain,T24,1.5,0.4,143,276,183,0.6630434782608695,108.54521179199219,2.0521392822265625,0.5831832885742188,37,False,,False,C
17,gain_T24_a1.5_pos_p0.2,gain,T24,1.5,0.2,99,276,268,0.9710144927536232,4.940008640289307,3.3275985717773438,0.5532617568969727,43,False,,True,B
17,gain_T24_a1.5_pos_p0.4,gain,T24,1.5,0.4,143,276,173,0.6268115942028986,112.61891174316406,4.629364013671875,0.01198577880859375,25,False,,False,C
17,gain_T24_a1.5_pos_p0.4,gain,T24,1.5,0.4,143,276,268,0.9710144927536232,4.940008640289307,3.3275985717773438,0.5532617568969727,43,False,,True,B
17,gain_T24_a1.5_pos_p0.6,gain,T24,1.5,0.6,188,276,268,0.9710144927536232,4.940008640289307,3.3275985717773438,0.5532617568969727,43,False,,True,B
17,gain_T24_a2.0_neg_p0.2,gain,T24,2.0,0.2,99,276,179,0.6485507246376812,110.34867095947266,2.1797103881835938,0.17681884765625,74,False,,False,C
17,gain_T24_a2.0_neg_p0.4,gain,T24,2.0,0.4,143,276,183,0.6630434782608695,108.54521179199219,3.5138702392578125,0.15015411376953125,38,False,,False,C
17,gain_T24_a2.0_pos_p0.2,gain,T24,2.0,0.2,99,276,268,0.9710144927536232,4.940008640289307,3.4471845626831055,0.6079602241516113,45,False,,True,B
17,gain_T24_a2.0_pos_p0.4,gain,T24,2.0,0.4,143,276,175,0.6340579710144928,103.45408630371094,3.1907806396484375,0.13848876953125,28,False,,False,C
17,gain_T24_a2.0_pos_p0.4,gain,T24,2.0,0.4,143,276,268,0.9710144927536232,4.940008640289307,3.4471845626831055,0.6079602241516113,45,False,,True,B
17,gain_T24_a2.0_pos_p0.6,gain,T24,2.0,0.6,188,276,268,0.9710144927536232,4.940008640289307,3.4471845626831055,0.6079602241516113,45,False,,True,B
17,gain_T24_a2.0_pos_p0.8,gain,T24,2.0,0.8,232,276,268,0.9710144927536232,4.940008640289307,3.456026077270508,0.6079602241516113,25,False,,True,B
17,gain_T50_a0.5_neg_p0.2,gain,T50,0.5,0.2,99,276,188,0.6811594202898551,83.27278137207031,4.4523773193359375,0.0271148681640625,65,False,,True,C
17,gain_T50_a0.5_neg_p0.4,gain,T50,0.5,0.4,143,276,188,0.6811594202898551,83.27278137207031,4.4523773193359375,0.0271148681640625,36,False,,True,C
17,gain_T50_a0.5_pos_p0.2,gain,T50,0.5,0.2,99,276,191,0.6920289855072463,79.12086486816406,2.2506332397460938,0.31410980224609375,38,False,,True,C
17,gain_T50_a0.5_pos_p0.4,gain,T50,0.5,0.4,143,276,191,0.6920289855072463,79.12086486816406,2.2506332397460938,0.31410980224609375,34,False,,True,C
17,gain_T50_a1.0_neg_p0.2,gain,T50,1.0,0.2,99,276,194,0.7028985507246377,67.93113708496094,0.8151397705078125,0.00408172607421875,83,False,,True,C
17,gain_T50_a1.0_neg_p0.4,gain,T50,1.0,0.4,143,276,194,0.7028985507246377,67.93113708496094,0.8151397705078125,0.00408172607421875,46,False,,True,C
17,gain_T50_a1.0_pos_p0.2,gain,T50,1.0,0.2,99,276,194,0.7028985507246377,67.93113708496094,0.48297882080078125,0.48297882080078125,54,False,,True,C
17,gain_T50_a1.0_pos_p0.4,gain,T50,1.0,0.4,143,276,194,0.7028985507246377,67.93113708496094,0.48297882080078125,0.48297882080078125,45,False,,True,C
17,gain_T50_a1.5_neg_p0.2,gain,T50,1.5,0.2,99,276,194,0.7028985507246377,67.93113708496094,1.2953338623046875,0.0178070068359375,87,False,,True,C
17,gain_T50_a1.5_neg_p0.4,gain,T50,1.5,0.4,143,276,194,0.7028985507246377,67.93113708496094,1.2953338623046875,0.0178070068359375,48,False,,True,C
17,gain_T50_a1.5_pos_p0.2,gain,T50,1.5,0.2,99,276,252,0.9130434782608695,16.443504333496094,2.149343490600586,0.1584300994873047,113,False,,True,B
17,gain_T50_a1.5_pos_p0.4,gain,T50,1.5,0.4,143,276,252,0.9130434782608695,16.443504333496094,2.149343490600586,0.1584300994873047,104,False,,True,B
17,gain_T50_a1.5_pos_p0.6,gain,T50,1.5,0.6,188,276,252,0.9130434782608695,16.443504333496094,2.149343490600586,0.1584300994873047,13,False,,True,B
17,gain_T50_a2.0_neg_p0.2,gain,T50,2.0,0.2,99,276,194,0.7028985507246377,67.93113708496094,2.0491561889648438,0.0474395751953125,89,False,,False,C
17,gain_T50_a2.0_neg_p0.2,gain,T50,2.0,0.2,99,276,252,0.9130434782608695,16.443504333496094,2.574392318725586,0.21069049835205078,8,False,,True,A
17,gain_T50_a2.0_neg_p0.4,gain,T50,2.0,0.4,143,276,194,0.7028985507246377,67.93113708496094,2.0491561889648438,0.0474395751953125,49,False,,False,C
17,gain_T50_a2.0_neg_p0.4,gain,T50,2.0,0.4,143,276,252,0.9130434782608695,16.443504333496094,2.574392318725586,0.21069049835205078,8,False,,True,A
17,gain_T50_a2.0_neg_p0.6,gain,T50,2.0,0.6,188,276,252,0.9130434782608695,16.443504333496094,2.574392318725586,0.21069049835205078,8,False,,True,A
17,gain_T50_a2.0_neg_p0.8,gain,T50,2.0,0.8,232,276,257,0.9311594202898551,16.556114196777344,4.4096527099609375,0.0001773834228515625,13,False,,True,B
17,gain_T50_a2.0_pos_p0.2,gain,T50,2.0,0.2,99,276,252,0.9130434782608695,16.443504333496094,2.630655288696289,0.27788352966308594,113,False,,True,B
17,gain_T50_a2.0_pos_p0.4,gain,T50,2.0,0.4,143,276,252,0.9130434782608695,16.443504333496094,2.630655288696289,0.27788352966308594,104,False,,True,B
17,gain_T50_a2.0_pos_p0.6,gain,T50,2.0,0.6,188,276,252,0.9130434782608695,16.443504333496094,2.630655288696289,0.27788352966308594,17,False,,True,B
17,gain_T50_a2.0_pos_p0.8,gain,T50,2.0,0.8,232,276,252,0.9130434782608695,16.443504333496094,2.8274803161621094,0.10726547241210938,13,False,,True,B
17,multiC_T24+T30+T50_a0.3_na_p0.2,multi_C,T24+T30+T50,0.3,0.2,99,276,225,0.8152173913043478,47.2021369934082,4.369789123535156,1.646963119506836,107,False,,True,C
17,multiC_T24+T30+T50_a0.3_na_p0.4,multi_C,T24+T30+T50,0.3,0.4,143,276,225,0.8152173913043478,47.2021369934082,4.369789123535156,1.646963119506836,78,False,,True,C
17,multiC_T24+T30+T50_a0.3_na_p0.6,multi_C,T24+T30+T50,0.3,0.6,188,276,226,0.8188405797101449,42.46656036376953,3.863994598388672,1.646963119506836,16,False,,True,C
17,multiC_T24+T30+T50_a0.5_na_p0.2,multi_C,T24+T30+T50,0.5,0.2,99,276,237,0.8586956521739131,38.89164733886719,4.572841644287109,1.325937271118164,126,False,,True,C
17,multiC_T24+T30+T50_a0.5_na_p0.4,multi_C,T24+T30+T50,0.5,0.4,143,276,237,0.8586956521739131,38.89164733886719,4.572841644287109,1.325937271118164,91,False,,True,C
17,multiC_T24+T30+T50_a0.5_na_p0.6,multi_C,T24+T30+T50,0.5,0.6,188,276,237,0.8586956521739131,38.89164733886719,4.572841644287109,1.325937271118164,45,False,,True,C
17,multiI_T24+T30+T50_a0.3_na_p0.4,multi_I,T24+T30+T50,0.3,0.4,143,276,225,0.8152173913043478,47.2021369934082,2.3193206787109375,0.06335067749023438,76,False,,True,C
17,multiI_T24+T30+T50_a0.5_na_p0.2,multi_I,T24+T30+T50,0.5,0.2,99,276,228,0.8260869565217391,42.5150032043457,2.737060546875,0.05121612548828125,81,False,,True,C
17,noise_T24_b1.0_na_p0.2,noise,T24,1.0,0.2,99,276,146,0.5289855072463768,102.13321685791016,4.059761047363281,0.139068603515625,6,False,,True,A
17,noise_T24_b2.0_na_p0.2,noise,T24,2.0,0.2,99,276,191,0.6920289855072463,79.12086486816406,1.547393798828125,0.6768112182617188,57,False,,False,C
17,noise_T24_b2.0_na_p0.2,noise,T24,2.0,0.2,99,276,247,0.894927536231884,29.11740493774414,4.545648574829102,0.057338714599609375,18,False,,True,C
17,noise_T24_b2.0_na_p0.4,noise,T24,2.0,0.4,143,276,191,0.6920289855072463,79.12086486816406,3.6040573120117188,1.2360610961914062,8,True,18.0,False,A
17,noise_T24_b2.0_na_p0.4,noise,T24,2.0,0.4,143,276,248,0.8985507246376812,26.27756690979004,4.284597396850586,0.2521038055419922,39,False,,True,C
17,noise_T24_b2.0_na_p0.6,noise,T24,2.0,0.6,188,276,239,0.8659420289855072,33.920875549316406,2.8741531372070312,0.580718994140625,44,False,,True,C
17,noise_T24_b2.0_na_p0.8,noise,T24,2.0,0.8,232,276,252,0.9130434782608695,16.443504333496094,2.914886474609375,0.11290168762207031,18,False,,True,B
17,noise_T24_b3.0_na_p0.2,noise,T24,3.0,0.2,99,276,248,0.8985507246376812,26.27756690979004,0.7938098907470703,0.2930030822753906,100,False,,True,C
17,noise_T24_b3.0_na_p0.4,noise,T24,3.0,0.4,143,276,225,0.8152173913043478,47.2021369934082,4.422779083251953,0.2888908386230469,82,False,,False,C
17,noise_T24_b3.0_na_p0.4,noise,T24,3.0,0.4,143,276,268,0.9710144927536232,4.940008640289307,2.927666664123535,0.12909793853759766,22,False,,True,B
17,noise_T24_b3.0_na_p0.6,noise,T24,3.0,0.6,188,276,260,0.9420289855072463,11.125936508178711,3.0213241577148438,0.08061361312866211,70,False,,True,B
17,noise_T24_b3.0_na_p0.8,noise,T24,3.0,0.8,232,276,257,0.9311594202898551,16.556114196777344,2.9893932342529297,0.5951881408691406,18,False,,True,B
17,noise_T30_b3.0_na_p0.4,noise,T30,3.0,0.4,143,276,202,0.7318840579710145,63.84682846069336,0.5614814758300781,0.06882476806640625,20,False,,True,C
17,noise_T50_b1.0_na_p0.2,noise,T50,1.0,0.2,99,276,191,0.6920289855072463,79.12086486816406,2.9248809814453125,0.0192718505859375,29,False,,True,C
17,noise_T50_b1.0_na_p0.4,noise,T50,1.0,0.4,143,276,190,0.6884057971014492,83.42518615722656,1.9581756591796875,0.5119476318359375,41,False,,True,C
17,noise_T50_b2.0_na_p0.2,noise,T50,2.0,0.2,99,276,181,0.6557971014492754,111.44769287109375,2.4278335571289062,0.87860107421875,37,True,5.0,False,A
17,noise_T50_b2.0_na_p0.2,noise,T50,2.0,0.2,99,276,239,0.8659420289855072,33.920875549316406,2.8975181579589844,0.2979583740234375,53,False,,True,C
17,noise_T50_b2.0_na_p0.4,noise,T50,2.0,0.4,143,276,225,0.8152173913043478,47.2021369934082,2.2107086181640625,0.02765655517578125,82,False,,True,C
17,noise_T50_b2.0_na_p0.6,noise,T50,2.0,0.6,188,276,217,0.7862318840579711,53.819515228271484,4.1257781982421875,0.23035812377929688,28,False,,False,C
17,noise_T50_b2.0_na_p0.6,noise,T50,2.0,0.6,188,276,250,0.9057971014492754,22.673782348632812,2.6203441619873047,0.1350727081298828,13,False,,True,B
17,noise_T50_b3.0_na_p0.2,noise,T50,3.0,0.2,99,276,240,0.8695652173913043,30.192771911621094,3.678985595703125,0.022739410400390625,130,False,,True,C
17,noise_T50_b3.0_na_p0.4,noise,T50,3.0,0.4,143,276,230,0.8333333333333334,42.40582275390625,2.6864967346191406,0.0457000732421875,87,False,,True,C
17,noise_T50_b3.0_na_p0.6,noise,T50,3.0,0.6,188,276,225,0.8152173913043478,47.2021369934082,1.5364875793457031,0.5863838195800781,36,True,19.0,False,A
17,noise_T50_b3.0_na_p0.6,noise,T50,3.0,0.6,188,276,253,0.9166666666666666,21.832382202148438,3.198902130126953,0.17578458786010742,9,False,,True,A
17,stuck_T24_na_na_p0.2,stuck,T24,,0.2,99,276,164,0.5942028985507246,110.34518432617188,4.403053283691406,2.3112564086914062,7,False,,False,A
17,stuck_T24_na_na_p0.4,stuck,T24,,0.4,143,276,272,0.9855072463768116,3.2168259620666504,4.3535003662109375,2.129943370819092,48,False,,True,B
17,stuck_T24_na_na_p0.6,stuck,T24,,0.6,188,276,272,0.9855072463768116,3.2168259620666504,4.257073402404785,1.998793601989746,48,False,,True,B
17,stuck_T50_na_na_p0.2,stuck,T50,,0.2,99,276,233,0.8442028985507246,43.75000762939453,3.5856399536132812,0.8901329040527344,47,False,,True,C
17,stuck_T50_na_na_p0.4,stuck,T50,,0.4,143,276,226,0.8188405797101449,42.46656036376953,4.4542236328125,0.5758590698242188,13,False,,True,C
26,bias_T24_a0.3_neg_p0.2,bias,T24,0.3,0.2,84,199,147,0.7386934673366834,59.81143569946289,3.938793182373047,1.2902145385742188,35,False,,True,C
26,bias_T24_a0.3_pos_p0.4,bias,T24,0.3,0.4,113,199,147,0.7386934673366834,59.81143569946289,4.1825408935546875,1.3956680297851562,16,False,,True,C
26,bias_T24_a0.5_neg_p0.2,bias,T24,0.5,0.2,84,199,156,0.7839195979899497,41.488460540771484,4.6532135009765625,2.0439300537109375,62,False,,True,C
